Row,Column,Layer,Code,Start_Time[day],Stop_Time[day],Start_Head[m],Stop_Head[m]
60,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
61,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
62,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
63,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
64,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
65,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
66,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
67,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
68,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
69,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
70,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
71,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
72,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
73,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
74,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
75,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
